"CountyFIPS","PlaceFIPS","Tp10","Gqp10","Hp10","Pph10","Thu10","Ohu10","Vhu10","Vr10","Tp11","Gqp11","Hp11","Pph11","Thu11","Ohu11","Vhu11","Vr11","Tp12","Gqp12","Hp12","Pph12","Thu12","Ohu12","Vhu12","Vr12","Tp13","Gqp13","Hp13","Pph13","Thu13","Ohu13","Vhu13","Vr13","Tp14","Gqp14","Hp14","Pph14","Thu14","Ohu14","Vhu14","Vr14","Tp15","Gqp15","Hp15","Pph15","Thu15","Ohu15","Vhu15","Vr15","Tp16","Gqp16","Hp16","Pph16","Thu16","Ohu16","Vhu16","Vr16","Tp17","Gqp17","Hp17","Pph17","Thu17","Ohu17","Vhu17","Vr17","Tp18","Gqp18","Hp18","Pph18","Thu18","Ohu18","Vhu18","Vr18","Tp19","Gqp19","Hp19","Pph19","Thu19","Ohu19","Vhu19","Vr19"
"123","45970",33,16,17,1.70,13,10,3,23.07,121,16,105,1.75,82,60,22,26.82,123,16,107,1.75,82,61,21,25.60,124,16,108,1.74,82,62,20,24.39,125,16,109,1.75,82,62,20,24.39,126,16,110,1.74,82,63,19,23.17,,16,,,,,,,,16,,,,,,,,16,,,,,,,,16,,,,,,
"123","49600",3440,0,3440,2.92,1223,1176,47,3.84,3473,0,3473,2.92,1223,1187,36,2.94,3737,0,3737,2.92,1301,1277,24,1.84,3922,0,3922,2.92,1351,1341,10,0.74,4048,0,4048,2.93,1379,1379,0,0.00,4386,0,4386,2.95,1486,1486,0,0.00,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"123","50480",5634,0,5634,3.01,1979,1869,110,5.55,5699,0,5699,3.01,1983,1891,92,4.63,5776,0,5776,3.01,1987,1916,71,3.57,5893,0,5893,3.01,2006,1955,51,2.54,6063,0,6063,3.01,2041,2011,30,1.46,6351,0,6351,3.01,2126,2107,19,0.89,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"123","54330",12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,13,0,13,1.44,11,9,2,18.18,13,0,13,1.44,11,9,2,18.18,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"123","55045",418,0,418,2.50,197,167,30,15.22,422,0,422,2.51,197,168,29,14.72,426,0,426,2.50,197,170,27,13.70,435,0,435,2.50,199,174,25,12.56,440,0,440,2.50,199,176,23,11.55,442,0,442,2.51,199,176,23,11.55,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"123","99990",42564,39,42525,2.71,17008,15659,1349,7.93,43068,39,43029,2.71,17049,15844,1205,7.06,43679,39,43640,2.71,17094,16069,1025,5.99,44315,39,44276,2.71,17161,16303,858,4.99,45075,39,45036,2.71,17263,16583,680,3.93,45928,39,45889,2.71,17492,16897,595,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125","00000",10032,196,9836,2.49,4466,3947,519,11.62,10124,196,9928,2.49,4466,3985,481,10.77,10092,196,9896,2.49,4469,3972,497,11.12,10208,263,9945,2.49,4469,3992,477,10.67,10243,259,9984,2.49,4473,4007,466,10.41,10125,259,9866,2.49,4478,3959,519,11.58,,145,,,,,,,,145,,,,,,,,145,,,,,,,,145,,,,,,
"125","86310",2340,145,2195,2.36,1018,927,91,8.93,2360,145,2215,2.36,1018,936,82,8.05,2358,145,2213,2.36,1021,935,86,8.42,2369,145,2224,2.36,1021,939,82,8.03,2382,145,2237,2.36,1024,945,79,7.71,2345,145,2200,2.36,1027,929,98,9.54,,145,,,,,,,,145,,,,,,,,145,,,,,,,,145,,,,,,
"125","86750",3520,51,3469,2.53,1490,1368,122,8.18,3553,51,3502,2.53,1490,1381,109,7.31,3539,51,3488,2.53,1490,1376,114,7.65,3623,118,3505,2.53,1490,1383,107,7.18,3632,114,3518,2.53,1491,1388,103,6.90,3632,114,3518,2.53,1493,1388,105,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125","23025",257,0,257,2.33,132,110,22,16.66,259,0,259,2.33,132,111,21,15.90,258,0,258,2.34,132,110,22,16.66,259,0,259,2.33,132,111,21,15.90,260,0,260,2.34,132,111,21,15.90,255,0,255,2.33,132,109,23,17.42,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"125","99990",3915,0,3915,2.53,1826,1542,284,15.55,3952,0,3952,2.53,1826,1557,269,14.73,3937,0,3937,2.53,1826,1551,275,15.06,3957,0,3957,2.53,1826,1559,267,14.62,3969,0,3969,2.53,1826,1563,263,14.40,3893,0,3893,2.53,1826,1533,293,16.04,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","00000",295605,9396,286209,2.39,127183,119574,7609,5.98,300225,10003,290222,2.39,127865,121264,6601,5.16,305209,10006,295203,2.39,128490,123318,5171,4.02,310384,10330,300054,2.39,129797,125334,4463,3.43,313572,10460,303112,2.39,131180,126648,4532,3.45,319177,10816,308361,2.39,132501,128829,3672,2.77,,5,,,,,,,,5,,,,,,,,5,,,,,,,,5,,,,,,
"013","07850",97928,8552,89376,2.15,43497,41378,2119,4.87,100234,9159,91075,2.16,43943,42164,1779,4.04,101468,9162,92306,2.16,44013,42734,1279,2.90,103169,9486,93683,2.15,44404,43372,1032,2.32,105051,9616,95435,2.15,45248,44183,1065,2.35,107291,9972,97319,2.16,45823,45055,768,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"013","75640",12501,0,12501,2.77,4698,4502,196,4.17,12613,0,12613,2.77,4699,4543,156,3.31,12765,0,12765,2.77,4700,4598,102,2.17,12844,0,12844,2.77,4701,4626,75,1.59,12862,0,12862,2.77,4709,4633,76,1.61,12989,0,12989,2.77,4723,4678,45,0.95,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","82735",150,0,150,2.00,101,75,26,25.74,152,0,152,2.00,101,76,25,24.75,153,0,153,2.01,101,76,24,23.76,154,0,154,2.00,101,77,24,23.76,154,0,154,2.00,101,77,24,23.76,156,0,156,2.00,102,78,24,23.52,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","24950",8409,0,8409,2.97,2888,2831,57,1.97,8703,0,8703,2.97,2963,2929,34,1.14,8955,0,8955,2.97,3013,3013,0,0.00,9048,0,9048,2.99,3026,3026,0,0.00,9185,0,9185,2.98,3073,3073,0,0.00,9517,0,9517,3.00,3162,3162,0,0.00,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","39195",274,0,274,2.09,141,131,10,7.09,277,0,277,2.09,141,132,9,6.38,278,0,278,2.09,140,133,7,5.00,280,0,280,2.08,140,134,6,4.28,258,0,258,2.09,129,123,6,4.65,262,0,262,2.09,130,125,5,3.84,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","41835",24553,30,24523,2.53,10023,9671,352,3.51,24829,30,24799,2.53,10049,9780,269,2.67,25783,30,25753,2.53,10313,10157,156,1.51,26696,30,26666,2.53,10615,10517,98,0.92,27010,30,26980,2.53,10743,10640,103,0.95,27548,30,27518,2.53,10882,10853,29,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"013","45970",86409,623,85786,2.57,35015,33310,1705,4.86,87414,623,86791,2.57,35121,33700,1421,4.04,88730,623,88107,2.57,35234,34211,1023,2.90,90193,623,89570,2.57,35606,34779,827,2.32,90774,623,90151,2.57,35848,35004,844,2.35,92507,623,91884,2.57,36285,35677,608,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"013","46355",18412,133,18279,2.42,7896,7552,344,4.35,18570,133,18437,2.42,7896,7617,279,3.53,18967,133,18834,2.42,7971,7781,190,2.38,19481,133,19348,2.42,8140,7994,146,1.79,19946,133,19813,2.42,8338,8186,152,1.82,20224,133,20091,2.42,8397,8300,97,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"013","47070",2038,0,2038,2.36,905,863,42,4.64,2067,0,2067,2.36,910,875,35,3.84,2091,0,2091,2.36,910,886,24,2.63,2104,0,2104,2.36,910,891,19,2.08,1912,0,1912,2.36,827,810,17,2.05,1925,0,1925,2.36,827,815,12,1.45,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"013","53175",1447,5,1442,2.19,749,658,91,12.14,1462,5,1457,2.19,750,665,85,11.33,1477,5,1472,2.19,749,672,77,10.28,1488,5,1483,2.19,750,677,73,9.73,1499,5,1494,2.19,756,682,74,9.78,1506,5,1501,2.19,754,685,69,9.15,,5,,,,,,,,5,,,,,,,,5,,,,,,,,5,,,,,,
"013","99990",43484,53,43431,2.33,21270,18603,2667,12.53,43904,53,43851,2.33,21292,18783,2509,11.78,44542,53,44489,2.33,21346,19056,2290,10.72,44927,53,44874,2.33,21404,19221,2183,10.19,44921,53,44868,2.33,21408,19218,2190,10.22,45252,53,45199,2.33,21416,19360,2056,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"014","00000",56107,282,55825,2.59,22684,21498,1186,5.22,57228,282,56946,2.59,22894,21930,964,4.21,58734,282,58452,2.59,23103,22510,593,2.56,60024,282,59742,2.59,23563,23006,557,2.36,61634,282,61352,2.59,24620,23626,994,4.03,64788,282,64506,2.59,25975,24841,1134,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"014","09280",56107,282,55825,2.59,22684,21498,1186,5.22,57228,282,56946,2.59,22894,21930,964,4.21,58734,282,58452,2.59,23103,22510,593,2.56,60024,282,59742,2.59,23563,23006,557,2.36,61634,282,61352,2.59,24620,23626,994,4.03,64788,282,64506,2.59,25975,24841,1134,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"015","00000",17797,1436,16361,2.15,10043,7596,2447,24.36,18014,1492,16522,2.15,10141,7670,2471,24.36,18124,1489,16635,2.15,10208,7723,2485,24.34,18281,1345,16936,2.15,10309,7861,2448,23.74,18466,1491,16975,2.15,10405,7880,2525,24.26,18604,1443,17161,2.15,10503,7966,2537,24.15,,175,,,,,,,,175,,,,,,,,175,,,,,,,,175,,,,,,
"015","60600",737,0,737,2.30,363,320,43,11.84,745,0,745,2.30,367,323,44,11.98,749,0,749,2.30,369,325,44,11.92,761,0,761,2.30,372,330,42,11.29,765,0,765,2.30,376,332,44,11.70,774,0,774,2.30,380,336,44,11.57,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"015","67280",5233,175,5058,2.01,2901,2514,387,13.34,5282,175,5107,2.01,2929,2538,391,13.34,5318,175,5143,2.01,2949,2556,393,13.32,5406,175,5231,2.01,2976,2599,377,12.66,5416,175,5241,2.01,3002,2604,398,13.25,5462,175,5287,2.01,3024,2627,397,13.12,,175,,,,,,,,175,,,,,,,,175,,,,,,,,175,,,,,,
"015","10105",2615,0,2615,2.19,1381,1193,188,13.61,2641,0,2641,2.19,1395,1205,190,13.62,2659,0,2659,2.19,1404,1213,191,13.60,2722,0,2722,2.19,1426,1242,184,12.90,2726,0,2726,2.19,1438,1244,194,13.49,2759,0,2759,2.19,1453,1259,194,13.35,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"015","99990",9212,1261,7951,2.22,5398,3569,1829,33.88,9346,1317,8029,2.22,5450,3604,1846,33.87,9398,1314,8084,2.22,5486,3629,1857,33.84,9392,1170,8222,2.22,5535,3690,1845,33.33,9559,1316,8243,2.22,5589,3700,1889,33.79,9609,1268,8341,2.22,5646,3744,1902,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"017","00000",1834,42,1792,2.27,975,786,189,19.38,1865,42,1823,2.28,976,799,177,18.13,1882,42,1840,2.28,976,806,170,17.41,1898,42,1856,2.28,985,813,172,17.46,1859,42,1817,2.28,986,795,191,19.37,1846,42,1804,2.28,988,791,197,19.93,,42,,,,,,,,42,,,,,,,,42,,,,,,,,42,,,,,,
"017","14175",845,27,818,2.14,429,381,48,11.18,860,27,833,2.14,430,388,42,9.76,868,27,841,2.15,430,391,39,9.06,870,27,843,2.15,431,392,39,9.04,851,27,824,2.15,431,383,48,11.13,845,27,818,2.14,432,381,51,11.80,,27,,,,,,,,27,,,,,,,,27,,,,,,,,27,,,,,,
"017","41010",233,15,218,2.31,146,94,52,35.61,236,15,221,2.32,146,95,51,34.93,238,15,223,2.32,146,96,50,34.24,238,15,223,2.32,146,96,50,34.24,233,15,218,2.31,146,94,52,35.61,230,15,215,2.31,145,93,52,35.86,,15,,,,,,,,15,,,,,,,,15,,,,,,,,15,,,,,,
"017","99990",756,0,756,2.43,400,311,89,22.25,769,0,769,2.43,400,316,84,21.00,776,0,776,2.43,400,319,81,20.25,790,0,790,2.43,408,325,83,20.34,775,0,775,2.43,409,318,91,22.24,771,0,771,2.43,411,317,94,22.87,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"019","00000",9155,131,9024,2.13,5687,4217,1470,25.84,9076,96,8980,2.13,5700,4198,1502,26.35,9096,110,8986,2.13,5716,4200,1516,26.52,9076,83,8993,2.13,5711,4203,1508,26.40,9157,73,9084,2.13,5717,4245,1472,25.74,9328,103,9225,2.14,5725,4309,1416,24.73,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"019","70360",170,0,170,2.02,145,84,61,42.06,169,0,169,2.01,145,84,61,42.06,169,0,169,2.01,145,84,61,42.06,169,0,169,2.01,145,84,61,42.06,171,0,171,2.03,145,84,61,42.06,173,0,173,2.03,145,85,60,41.37,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"019","12910",,0,,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"019","24620",283,0,283,1.72,194,164,30,15.46,282,0,282,1.73,195,163,32,16.41,283,0,283,1.72,196,164,32,16.32,283,0,283,1.72,196,164,32,16.32,287,0,287,1.72,197,166,31,15.73,293,0,293,1.73,198,169,29,14.64,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"019","29735",1056,86,970,1.91,758,506,252,33.24,1015,51,964,1.91,759,503,256,33.72,1027,65,962,1.91,759,502,257,33.86,1001,38,963,1.91,759,502,257,33.86,1000,28,972,1.91,759,507,252,33.20,1044,58,986,1.91,759,514,245,32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019","38370",1750,30,1720,2.07,934,829,105,11.24,1738,30,1708,2.07,934,824,110,11.77,1734,30,1704,2.07,934,822,112,11.99,1737,30,1707,2.07,934,823,111,11.88,1753,30,1723,2.07,934,831,103,11.02,1777,30,1747,2.07,934,842,92,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019","99990",5896,15,5881,2.23,3656,2634,1022,27.95,5872,15,5857,2.23,3667,2624,1043,28.44,5883,15,5868,2.23,3682,2628,1054,28.62,5886,15,5871,2.23,3677,2630,1047,28.47,5946,15,5931,2.23,3682,2657,1025,27.83,6041,15,6026,2.23,3689,2699,990,26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"021","00000",8282,36,8246,2.63,4290,3128,1162,27.08,8282,36,8246,2.63,4306,3129,1177,27.33,8245,36,8209,2.63,4319,3114,1205,27.89,8223,36,8187,2.63,4332,3106,1226,28.30,8220,36,8184,2.63,4347,3105,1242,28.57,8050,36,8014,2.63,4361,3040,1321,30.29,,36,,,,,,,,36,,,,,,,,36,,,,,,,,36,,,,,,
"021","65740",405,0,405,3.06,156,132,24,15.38,404,0,404,3.06,156,132,24,15.38,401,0,401,3.06,156,131,25,16.02,399,0,399,3.06,156,130,26,16.66,397,0,397,3.05,156,130,26,16.66,388,0,388,3.05,156,127,29,18.58,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"021","67830",881,0,881,2.87,350,306,44,12.57,878,0,878,2.87,350,305,45,12.85,872,0,872,2.87,350,303,47,13.42,867,0,867,2.88,350,301,49,14.00,864,0,864,2.88,350,300,50,14.28,844,0,844,2.88,350,293,57,16.28,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"021","02355",783,1,782,2.26,407,345,62,15.23,780,1,779,2.26,407,344,63,15.47,775,1,774,2.26,407,341,66,16.21,771,1,770,2.26,407,340,67,16.46,768,1,767,2.26,407,338,69,16.95,750,1,749,2.26,407,330,77,18.91,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,
"021","42055",820,5,815,2.59,355,314,41,11.54,817,5,812,2.59,355,313,42,11.83,812,5,807,2.59,355,311,44,12.39,807,5,802,2.59,355,309,46,12.95,806,5,801,2.60,356,308,48,13.48,787,5,782,2.59,356,301,55,15.44,,5,,,,,,,,5,,,,,,,,5,,,,,,,,5,,,,,,
"021","48060",993,0,993,2.70,425,367,58,13.64,990,0,990,2.70,425,366,59,13.88,983,0,983,2.70,425,363,62,14.58,978,0,978,2.70,425,361,64,15.05,974,0,974,2.70,425,360,65,15.29,953,0,953,2.70,426,352,74,17.37,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"021","99990",4400,30,4370,2.62,2597,1664,933,35.92,4413,30,4383,2.62,2613,1669,944,36.12,4402,30,4372,2.62,2626,1665,961,36.59,4401,30,4371,2.62,2639,1665,974,36.90,4411,30,4381,2.62,2653,1669,984,37.09,4328,30,4298,2.62,2666,1637,1029,38.59,,30,,,,,,,,30,,,,,,,,30,,,,,,,,30,,,,,,
"023","00000",3532,0,3532,2.27,2622,1554,1068,40.73,3645,0,3645,2.27,2651,1604,1047,39.49,3598,0,3598,2.27,2673,1583,1090,40.77,3539,0,3539,2.27,2698,1557,1141,42.29,3556,0,3556,2.27,2725,1565,1160,42.56,3578,0,3578,2.27,2755,1576,1179,42.79,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"023","68105",628,0,628,2.21,381,284,97,25.45,642,0,642,2.21,381,290,91,23.88,629,0,629,2.21,381,284,97,25.45,618,0,618,2.21,384,279,105,27.34,616,0,616,2.21,384,278,106,27.60,613,0,613,2.21,384,277,107,27.86,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"023","07190",385,0,385,2.71,167,142,25,14.97,393,0,393,2.71,167,145,22,13.17,385,0,385,2.71,167,142,25,14.97,375,0,375,2.71,167,138,29,17.36,374,0,374,2.71,167,138,29,17.36,373,0,373,2.70,167,138,29,17.36,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"023","99990",2519,0,2519,2.23,2074,1128,946,45.61,2610,0,2610,2.23,2103,1169,934,44.41,2584,0,2584,2.23,2125,1157,968,45.55,2546,0,2546,2.23,2147,1140,1007,46.90,2566,0,2566,2.23,2174,1149,1025,47.14,2592,0,2592,2.23,2204,1161,1043,47.32,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"025","00000",5838,2682,3156,2.40,1559,1311,248,15.90,5814,2638,3176,2.40,1563,1321,242,15.48,5372,2291,3081,2.40,1565,1281,284,18.14,5274,2242,3032,2.40,1565,1262,303,19.36,5524,2516,3008,2.40,1568,1250,318,20.28,5539,2580,2959,2.40,1575,1230,345,21.90,,35,,,,,,,,35,,,,,,,,35,,,,,,,,35,,,,,,
"025","74815",259,0,259,2.23,151,116,35,23.17,260,0,260,2.22,151,117,34,22.51,252,0,252,2.23,151,113,38,25.16,248,0,248,2.21,151,112,39,25.82,246,0,246,2.21,151,111,40,26.49,240,0,240,2.22,151,108,43,28.47,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"025","18750",177,0,177,2.24,88,79,9,10.22,178,0,178,2.22,88,80,8,9.09,172,0,172,2.23,88,77,11,12.50,169,0,169,2.22,88,76,12,13.63,168,0,168,2.24,88,75,13,14.77,164,0,164,2.21,88,74,14,15.90,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"025","55705",347,0,347,2.55,161,136,25,15.52,348,0,348,2.55,161,136,25,15.52,337,0,337,2.55,161,132,29,18.01,332,0,332,2.55,161,130,31,19.25,328,0,328,2.56,161,128,33,20.49,322,0,322,2.55,161,126,35,21.73,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"025","56145",1085,35,1050,2.33,540,449,91,16.85,1091,35,1056,2.33,541,452,89,16.45,1058,35,1023,2.33,541,438,103,19.03,1042,35,1007,2.33,541,431,110,20.33,1032,35,997,2.34,541,426,115,21.25,1011,35,976,2.34,541,417,124,22.92,,35,,,,,,,,35,,,,,,,,35,,,,,,,,35,,,,,,
"025","99990",3970,2647,1323,2.49,619,531,88,14.21,3937,2603,1334,2.48,622,536,86,13.82,3553,2256,1297,2.48,624,521,103,16.50,3483,2207,1276,2.48,624,513,111,17.78,3750,2481,1269,2.48,627,510,117,18.66,3802,2545,1257,2.48,634,505,129,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"027","00000",4272,150,4122,2.13,3971,1933,2038,51.32,4224,150,4074,2.13,4034,1910,2124,52.65,4240,150,4090,2.13,4099,1918,2181,53.20,4286,150,4136,2.13,4152,1939,2213,53.29,4364,150,4214,2.13,4198,1974,2224,52.97,4464,150,4314,2.13,4240,2022,2218,52.31,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"027","70250",591,0,591,1.97,404,299,105,25.99,587,0,587,1.97,412,297,115,27.91,580,0,580,1.97,412,293,119,28.88,582,0,582,1.97,413,294,119,28.81,586,0,586,1.97,413,296,117,28.32,596,0,596,1.97,414,302,112,27.05,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"027","83450",568,150,418,2.09,288,200,88,30.55,560,150,410,2.09,290,196,94,32.41,561,150,411,2.08,294,197,97,32.99,563,150,413,2.08,296,198,98,33.10,571,150,421,2.09,299,201,98,32.77,577,150,427,2.09,299,204,95,31.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"027","99990",3113,0,3113,2.17,3279,1434,1845,56.26,3077,0,3077,2.17,3332,1417,1915,57.47,3099,0,3099,2.17,3393,1428,1965,57.91,3141,0,3141,2.17,3443,1447,1996,57.97,3207,0,3207,2.17,3486,1477,2009,57.63,3291,0,3291,2.17,3527,1516,2011,57.01,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"029","00000",30889,713,30176,2.38,14575,12678,1897,13.01,30374,680,29694,2.38,14571,12474,2097,14.39,30466,723,29743,2.38,14604,12494,2110,14.44,30326,545,29781,2.37,14678,12517,2161,14.72,30000,683,29317,2.37,14736,12326,2410,16.35,29950,692,29258,2.37,14803,12299,2504,16.91,,228,,,,,,,,228,,,,,,,,228,,,,,,,,228,,,,,,
"029","57300",1450,37,1413,2.15,744,657,87,11.69,1427,37,1390,2.15,744,646,98,13.17,1424,37,1387,2.15,743,644,99,13.32,1570,37,1533,2.15,824,712,112,13.59,1660,37,1623,2.15,889,754,135,15.18,1650,37,1613,2.15,890,749,141,15.84,,37,,,,,,,,37,,,,,,,,37,,,,,,,,37,,,,,,
"029","12635",2248,0,2248,2.10,1180,1066,114,9.66,2214,0,2214,2.10,1181,1050,131,11.09,2212,0,2212,2.10,1181,1049,132,11.17,2209,0,2209,2.10,1183,1047,136,11.49,2168,0,2168,2.10,1184,1028,156,13.17,2162,0,2162,2.10,1189,1025,164,13.79,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"029","17925",430,0,430,2.38,212,180,32,15.09,423,0,423,2.38,212,177,35,16.50,423,0,423,2.38,212,177,35,16.50,421,0,421,2.39,212,176,36,16.98,413,0,413,2.40,212,172,40,18.86,409,0,409,2.39,211,171,40,18.95,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"029","19850",8897,136,8761,2.48,3826,3523,303,7.91,8774,136,8638,2.48,3833,3473,360,9.39,8856,136,8720,2.48,3873,3506,367,9.47,8832,136,8696,2.48,3875,3497,378,9.75,8672,136,8536,2.48,3878,3432,446,11.50,8769,136,8633,2.48,3950,3471,479,12.12,,136,,,,,,,,136,,,,,,,,136,,,,,,,,136,,,,,,
"029","37545",942,0,942,2.23,471,421,50,10.61,927,0,927,2.23,471,414,57,12.10,926,0,926,2.23,471,414,57,12.10,923,0,923,2.23,471,413,58,12.31,905,0,905,2.23,471,405,66,14.01,899,0,899,2.23,471,402,69,14.64,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"029","55980",3114,55,3059,2.34,1418,1306,112,7.89,3070,55,3015,2.34,1420,1287,133,9.36,3076,55,3021,2.34,1424,1290,134,9.41,3065,55,3010,2.34,1424,1285,139,9.76,3016,55,2961,2.34,1428,1264,164,11.48,2997,55,2942,2.34,1429,1256,173,12.10,,55,,,,,,,,55,,,,,,,,55,,,,,,,,55,,,,,,
"029","99990",13808,485,13323,2.41,6724,5525,1199,17.83,13539,452,13087,2.41,6710,5427,1283,19.12,13549,495,13054,2.41,6700,5414,1286,19.19,13306,317,12989,2.41,6689,5387,1302,19.46,13166,455,12711,2.41,6674,5271,1403,21.02,13064,464,12600,2.41,6663,5225,1438,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"003","00000",15474,740,14734,2.45,6561,6008,553,8.42,15675,740,14935,2.45,6600,6089,511,7.74,15689,740,14949,2.45,6619,6094,525,7.93,15824,740,15084,2.45,6681,6151,530,7.93,15873,865,15008,2.45,6696,6122,574,8.57,16008,865,15143,2.45,6770,6179,591,8.72,,68,,,,,,,,68,,,,,,,,68,,,,,,,,68,,,,,,
"003","01090",8812,672,8140,2.36,3682,3440,242,6.57,8930,672,8258,2.36,3707,3489,218,5.88,8932,672,8260,2.36,3715,3490,225,6.05,9049,672,8377,2.36,3769,3540,229,6.07,9150,797,8353,2.36,3785,3530,255,6.73,9285,797,8488,2.36,3854,3587,267,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"003","37380",103,0,103,2.34,62,44,18,29.03,104,0,104,2.36,62,44,18,29.03,104,0,104,2.36,62,44,18,29.03,104,0,104,2.36,62,44,18,29.03,103,0,103,2.34,62,44,18,29.03,103,0,103,2.34,62,44,18,29.03,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
"003","99990",6559,68,6491,2.57,2817,2524,293,10.40,6641,68,6573,2.57,2831,2556,275,9.71,6653,68,6585,2.57,2842,2560,282,9.92,6671,68,6603,2.57,2850,2567,283,9.92,6620,68,6552,2.57,2849,2548,301,10.56,6620,68,6552,2.57,2854,2548,306,10.72,,68,,,,,,,,68,,,,,,,,68,,,,,,,,68,,,,,,
"031","00000",604879,15981,588898,2.22,286635,265233,21402,7.46,620817,16220,604597,2.22,287748,272304,15444,5.36,634940,16214,618726,2.22,289042,278667,10375,3.58,649214,16123,633091,2.22,290495,285137,5358,1.84,664453,16023,648430,2.22,292528,292046,482,0.16,683096,16517,666579,2.24,296530,296530,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"031","20000",604879,15981,588898,2.22,286635,265233,21402,7.46,620817,16220,604597,2.22,287748,272304,15444,5.36,634940,16214,618726,2.22,289042,278667,10375,3.58,649214,16123,633091,2.22,290495,285137,5358,1.84,664453,16023,648430,2.22,292528,292046,482,0.16,683096,16517,666579,2.24,296530,296530,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"033","00000",2060,0,2060,2.29,1468,898,570,38.82,2022,0,2022,2.29,1468,881,587,39.98,1984,0,1984,2.29,1468,864,604,41.14,2017,0,2017,2.29,1469,879,590,40.16,1944,0,1944,2.29,1469,847,622,42.34,1953,0,1953,2.29,1468,850,618,42.09,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,
